,Polarity,Review
601,-1,We got sitting fairly fast but ended up waiting  minutes just to place our order another  minutes before the food arrived
602,1,They also have the best cheese crisp in town
603,1,Good value great food great service
604,1,Couldnt ask for a more satisfying meal
605,1,The food is good
606,1,It was awesome
607,-1,I just wanted to leave
608,1,We made the drive all the way from North Scottsdale and I was not one bit disappointed
609,-1,I will not be eating there again
610,-1,THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one
611,-1,I checked out this place a couple years ago and was not impressed
612,-1,The chicken I got was definitely reheated and was only ok the wedges were cold and soggy
613,-1,Sorry I will not be getting food from here anytime soon 
614,1,An absolute must visit
615,1,The cow tongue and cheek tacos are amazing
616,-1,My friend did not like his Bloody Mary
617,-1,Despite how hard I rate businesses its actually rare for me to give a  star
618,1,They really want to make your experience a good one
619,-1,I will not return
620,-1,I had the chicken Pho and it tasted very bland
621,-1,Very disappointing
622,1,The grilled chicken was so tender and yellow from the saffron seasoning
623,-1,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait
624,1,Pretty awesome place
625,1,Ambience is perfect
626,-1,Best of luck to the rude and noncustomer service focused new management
627,-1,Any grandmother can make a roasted chicken better than this one
628,-1,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself
629,1,The staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby
630,1,Four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat 
631,1,The roast beef sandwich tasted really good
632,-1,Same evening him and I are both drastically sick
633,1,Highquality chicken on the chicken Caesar salad
634,-1,Ordered burger rare came in well done
635,1,We were promptly greeted and seated
636,-1,Tried to go here for lunch and it was a madhouse
637,1,I was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable
638,-1,After waiting an hour and being seated I was not in the greatest of moods
639,1,This is a good joint
640,1,The Macarons here are insanely good
641,-1,Im not eating here
642,1,Our waiter was very attentive friendly and informative
643,-1,Maybe if they werent cold they would have been somewhat edible
644,-1,This place has a lot of promise but fails to deliver
645,-1,Very bad Experience
646,-1,What a mistake
647,-1,Food was average at best
648,1,Great food
649,-1,We wont be going back anytime soon
650,-1,Very Very Disappointed ordered the  Big Bay Plater
651,1,Great place to relax and have an awesome burger and beer
652,1,It is PERFECT for a sitdown family meal or get together with a few friends
653,-1,Not much flavor to them and very poorly constructed
654,1,The patio seating was very comfortable
655,-1,The fried rice was dry as well
656,1,Hands down my favorite Italian restaurant
657,1,That just SCREAMS LEGIT in my booksomethats also pretty rare here in Vegas
658,1,It was just not a fun experience
659,1,The atmosphere was great with a lovely duo of violinists playing songs we requested
660,1,I personally love the hummus pita baklava falafels and Baba Ganoush its amazing what they do with eggplant
661,1,Very convenient since we were staying at the MGM
662,1,The owners are super friendly and the staff is courteous
663,1,Both great
664,1,Eclectic selection
665,1,The sweet potato tots were good but the onion rings were perfection or as close as I have had
666,1,The staff was very attentive
667,1,And the chef was generous with his time even came around twice so we can take pictures with him
668,1,The owner used to work at Nobu so this place is really similar for half the price
669,-1,Google mediocre and I imagine Smashburger will pop up
670,-1,dont go here
671,1,I promise they wont disappoint
672,-1,As a sushi lover avoid this place by all means
673,1,What a great double cheeseburger
674,1,Awesome service and food
675,1,A fantastic neighborhood gem 
676,1,I cant wait to go back
677,-1,The plantains were the worst Ive ever tasted
678,1,Its a great place and I highly recommend it
679,-1,Service was slow and not attentive
680,1,I gave it  stars then and Im giving it  stars now
681,-1,Your staff spends more time talking to themselves than me
682,1,Dessert Panna Cotta was amazing
683,1,Very good food great atmosphere
684,1,Damn good steak
685,-1,Total brunch fail
686,1,Prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo
687,1,The decor is nice and the piano music soundtrack is pleasant
688,1,The steak was amazingrge fillet relleno was the best seafood plate i have ever had
689,1,Good food  good service 
690,1,It was absolutely amazing
691,-1,I probably wont be back to be honest
692,1,will definitely be back
693,1,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well
694,1,Hawaiian Breeze Mango Magic and Pineapple Delight are the smoothies that Ive tried so far and theyre all good
695,-1,Went for lunch  service was slow
696,-1,We had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed
697,-1,I was mortified
698,-1,Needless to say we will never be back here again
699,-1,Anyways The food was definitely not filling at all and for the price you pay you should expect more
700,-1,The chips that came out were dripping with grease and mostly not edible
701,-1,I wasnt really impressed with Strip Steak
702,1,Have been going since  and every meal has been awesome
703,1,Our server was very nice and attentive as were the other serving staff
704,1,The cashier was friendly and even brought the food out to me
705,-1,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer
706,1,The atmosphere here is fun
707,-1,Would not recommend to others
708,1,Service is quick and even to go orders are just like we like it
709,-1,I mean really how do you get so famous for your fish and chips when its so terrible
710,1,That said our mouths and bellies were still quite pleased
711,-1,Not my thing
712,1, Thumbs Up
713,-1,If you are reading this please dont go there
714,1,I loved the grilled pizza reminded me of legit Italian pizza
715,1,Only Pros  Large seating area Nice bar area Great simple drink menu The BEST brick oven pizza with homemade dough
716,1,They have a really nice atmosphere
717,-1,Tonight I had the Elk Filet specialand it sucked
718,1,After one bite I was hooked
719,-1,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything
720,1,Cute quaint simple honest
721,1,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside
722,1,The food was great as always compliments to the chef
723,1,Special thanks to Dylan T for the recommendation on what to order  All yummy for my tummy
724,1,Awesome selection of beer
725,1,Great food and awesome service
726,1,One nice thing was that they added gratuity on the bill since our party was larger than  or  and they didnt expect more tip than that
727,-1,A FLY was in my apple juice A FLY
728,1,The Han Nan Chicken was also very tasty
729,1,As for the service I thought it was good
730,-1,The food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us
731,-1,Ryans Bar is definitely one Edinburgh establishment I wont be revisiting
732,1,Nicest Chinese restaurant Ive been in a while
733,1,Overall I like there food and the service
734,1,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world
735,-1,Probably never coming back and wouldnt recommend it
736,-1,Friends pasta  also bad he barely touched it
737,1,Try them in the airport to experience some tasty food and speedy friendly service
738,1,I love the decor with the Chinese calligraphy wall paper
739,1,Never had anything to complain about here
740,1,The restaurant is very clean and has a family restaurant feel to it
741,-1,It was way over fried
742,-1,Im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place
743,-1,When I opened the sandwich I was impressed but not in a good way
744,-1,Will not be back
745,1,There was a warm feeling with the service and I felt like their guest for a special treat
746,1,An extensive menu provides lots of options for breakfast
747,1,I always order from the vegetarian menu during dinner which has a wide array of options to choose from
748,-1,I have watched their prices inflate portions get smaller and management attitudes grow rapidly
749,1,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside
750,1,I got to enjoy the seafood salad with a fabulous vinegrette
751,1,The wontons were thin not thick and chewy almost melt in your mouth
752,1,Level  spicy was perfect where spice didnt overwhelm the soup
753,1,We were sat right on time and our server from the get go was FANTASTIC
754,-1,Main thing I didnt enjoy is that the crowd is of older crowd around mid s and up
755,1,When Im on this side of town this will definitely be a spot Ill hit up again
756,-1,I had to wait over  minutes to get my drink and longer to get  arepas
757,1,This is a GREAT place to eat
758,1,The jalapeno bacon is soooo good
759,-1,The service was poor and thats being nice
760,1,Food was good service was good Prices were good
761,-1,The place was not clean and the food oh so stale
762,-1,The chicken dishes are OK the beef is like shoe leather
763,-1,But the service was beyond bad
764,1,Im so happy to be here
765,-1,Tasted like dirt
766,1,One of the few places in Phoenix that I would definately go back to again 
767,1,The block was amazing
768,1,Its close to my house its lowkey nonfancy affordable prices good food
769,1, Both the Hot  Sour  the Egg Flower Soups were absolutely  Stars
770,-1,My sashimi was poor quality being soggy and tasteless
771,1,Great time  family dinner on a Sunday night
772,-1,the food is not tasty at all not to say its real traditional Hunan style
773,-1,What did bother me was the slow service
774,1,The flair bartenders are absolutely amazing
775,-1,Their frozen margaritas are WAY too sugary for my taste
776,1,These were so good we ordered them twice
777,-1,So in a nutshell  The restaraunt smells like a combination of a dirty fish market and a sewer
778,-1,My girlfriends veal was very bad
779,-1,Unfortunately it was not good
780,1,I had a pretty satifying experience
781,1,Join the club and get awesome offers via email
782,1,Perfect for someone me who only likes beer ice cold or in this case even colder
783,-1,Bland and flavorless is a good way of describing the barely tepid meat
784,-1,The chains which Im no fan of beat this place easily
785,1,The nachos are a MUST HAVE
786,-1,We will not be coming back
787,1,I dont have very many words to say about this place but it does everything pretty well
788,1,The staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff
789,1,Great atmosphere friendly and fast service
790,1,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there
791,-1,Once your food arrives its meh
792,-1,Paying  for a hot dog and fries that looks like it came out of a kids meal at the Wienerschnitzel is not my idea of a good meal
793,1,The classic Maine Lobster Roll was fantastic
794,-1,My brother in law who works at the mall ate here same day and guess what he was sick all night too
795,1,So good I am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night
796,1,The chips and salsa were really good the salsa was very fresh
797,1,This place is great
798,-1,Mediocre food
799,1,Once you get inside youll be impressed with the place
800,-1,Im super pissd
801,1,And service was super friendly
802,-1,Why are these sad little vegetables so overcooked
803,1,This place was such a nice surprise
804,1,They were goldencrispy and delicious
805,-1,I had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat
806,1,I could eat their bruschetta all day it is devine
807,-1,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food
808,1,Lastly the mozzarella sticks they were the best thing we ordered
809,1,The first time I ever came here I had an amazing experience I still tell people how awesome the duck was
810,-1,The server was very negligent of our needs and made us feel very unwelcome I would not suggest this place
811,-1,The service was terrible though
812,-1,This place is overpriced not consistent with their boba and it really is OVERPRICED
813,-1,It was packed
814,1,I love this place
815,1,I can say that the desserts were yummy
816,-1,The food was terrible
817,1,The seasonal fruit was fresh white peach puree
818,-1,It kept getting worse and worse so now Im officially done
819,-1,This place should honestly be blown up
820,-1,But I definitely would not eat here again
821,-1,Do not waste your money here
822,1,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes
823,1,The crpe was delicate and thin and moist
824,-1,Awful service
825,-1,Wont ever go here again
826,-1,Food quality has been horrible
827,-1,For that price I can think of a few place I would have much rather gone
828,-1,The service here is fair at best
829,-1,I do love sushi but I found Kabuki to be overpriced overhip and underservices
830,-1,Do yourself a favor and stay away from this dish
831,-1,Very poor service
832,-1,No one at the table thought the food was above average or worth the wait that we had for it
833,1,Best service and food ever Maria our server was so good and friendly she made our day
834,1,They were excellent
835,-1,I paid the bill but did not tip because I felt the server did a terrible job
836,1,Just had lunch here and had a great experience
837,-1,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor
838,-1,Food is way overpriced and portions are fucking small
839,1,I recently tried Caballeros and I have been back every week since
840,-1,for  bucks a head i really expect better food
841,1,The food came out at a good pace
842,1,I ate there twice on my last visit and especially enjoyed the salmon salad
843,-1,I wont be back
844,-1,We could not believe how dirty the oysters were
845,-1,This place deserves no stars
846,-1,I would not recommend this place
847,1,In fact Im going to round up to  stars just because she was so awesome
848,-1,To my disbelief each dish qualified as the worst version of these foods I have ever tasted
849,-1,Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise
850,1,the potatoes were great and so was the biscuit
851,-1,I probably would not go here again
852,1,So flavorful and has just the perfect amount of heat
853,1,The price is reasonable and the service is great
854,-1,The Wife hated her meal coconut shrimp and our friends really did not enjoy their meals either
855,-1,My fella got the huevos rancheros and they didnt look too appealing
856,1,Went in for happy hour great list of wines
857,1,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot
858,-1,I probably wont be coming back here
859,-1,Worst foodservice Ive had in a while
860,1,This place is pretty good nice little vibe in the restaurant
861,1,Talk about great customer service of course we will be back
862,-1,Hot dishes are not hot cold dishes are close to room tempI watched staff prepare food with BARE HANDS no glovesEverything is deep fried in oil
863,1,I love their fries and their beans
864,1,Always a pleasure dealing with him
865,1,They have a plethora of salads and sandwiches and everything Ive tried gets my seal of approval
866,1,This place is awesome if you want something light and healthy during the summer
867,1,For sushi on the Strip this is the place to go
868,1,The service was great even the manager came and helped with our table
869,-1,The feel of the dining room was more college cooking course than high class dining and the service was slow at best
870,-1,I started this review with two stars but Im editing it to give it only one
871,-1,this is the worst sushi i have ever eat besides Costcos
872,1,All in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting
873,1,My boyfriend and i sat at the bar and had a completely delightful experience
874,-1,Weird vibe from owners
875,-1,There was hardly any meat
876,-1,Ive had better bagels from the grocery store
877,1,Go To Place for Gyros
878,1,I love the ownerchef his one authentic Japanese cool dude
879,-1,Now the burgers arent as good the pizza which used to be amazing is doughy and flavorless
880,-1,I found a six inch long piece of wire in my salsa
881,-1,The service was terrible food was mediocre
882,1,We definately enjoyed ourselves
883,-1,I ordered Albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs
884,-1,On three different occasions I asked for well done or medium well and all three times I got the bloodiest piece of meat on my plate
885,-1,I had about two bites and refused to eat anymore
886,-1,The service was extremely slow
887,-1,After  minutes wait I got a table
888,1,Seriously killer hot chai latte
889,-1,No allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts
890,1,My boyfriend tried the Mediterranean Chicken Salad and fell in love
891,1,Their rotating beers on tap is also a highlight of this place
892,-1,Pricing is a bit of a concern at Mellow Mushroom
893,-1,Worst Thai ever
894,1,If you stay in Vegas you must get breakfast here at least once
895,1,I want to first say our server was great and we had perfect service
896,1,The pizza selections are good
897,1,I had strawberry tea which was good
898,-1,Highly unprofessional and rude to a loyal patron
899,1,Overall a great experience
900,-1,Spend your money elsewhere
901,1,Their regular toasted bread was equally satisfying with the occasional pats of butter Mmmm
902,-1,The Buffet at Bellagio was far from what I anticipated
903,-1,And the drinks are WEAK people
904,-1,My order was not correct
905,-1,Also I feel like the chips are bought not made in house
906,-1,After the disappointing dinner we went elsewhere for dessert
907,1,The chips and sals a here is amazing
908,-1,We wont be returning
909,1,This is my new fav Vegas buffet spot
910,-1,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off
911,-1,Very very sad
912,-1,i felt insulted and disrespected how could you talk and judge another human being like that
913,-1,How can you call yourself a steakhouse if you cant properly cook a steak I dont understand
914,-1,Im not impressed with the concept or the food
915,-1,The only thing I wasnt too crazy about was their guacamole as I dont like it pured
916,-1,There is really nothing for me at postinos hope your experience is better
917,-1,I got food poisoning here at the buffet
918,-1,They brought a fresh batch of fries and I was thinking yay something warm but no
919,-1,What SHOULD have been a hilarious yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us
920,-1,Needless to say I wont be going back anytime soon
921,-1,This place is disgusting
922,1,Every time I eat here I see caring teamwork to a professional degree
923,-1,The RI style calamari was a joke
924,-1,However there was so much garlic in the fondue it was barely edible
925,-1,I could barely stomach the meal but didnt complain because it was a business lunch
926,-1,It was so bad I had lost the heart to finish it
927,-1,It also took her forever to bring us the check when we asked for it
928,-1,We arent ones to make a scene at restaurants but I just dont get itdefinitely lost the love after this one
929,-1,Disappointing experience
930,-1,The food is about on par with Dennys which is to say not good at all
931,-1,If you want to wait for mediocre food and downright terrible service then this is the place for you
932,-1,WAAAAAAyyyyyyyyyy over rated is all I am saying
933,-1,We wont be going back
934,-1,The place was fairly clean but the food simply wasnt worth it
935,-1,This place lacked style
936,-1,The sangria was about half of a glass wine full and was  ridiculous
937,-1,Dont bother coming here
938,-1,The meat was pretty dry I had the sliced brisket and pulled pork
939,-1,The building itself seems pretty neat the bathroom is pretty trippy but I wouldnt eat here again
940,-1,It was equally awful
941,-1,Probably not in a hurry to go back
942,-1,very slow at seating even with reservation
943,-1,Not good by any stretch of the imagination
944,-1,The cashew cream sauce was bland and the vegetables were undercooked
945,-1,The chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat
946,-1,It was a bit too sweet not really spicy enough and lacked flavor
947,-1,I was VERY disappointed
948,-1,This place is horrible and way overpriced
949,-1,Maybe its just their Vegetarian fare but Ive been twice and I thought it was average at best
950,-1,It wasnt busy at all and now we know why
951,-1,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu
952,-1,The ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits
953,-1,Con spotty service
954,-1,The fries were not hot and neither was my burger
955,-1,But then they came back cold
956,-1,Then our food came out disappointment ensued
957,-1,The real disappointment was our waiter
958,-1,My husband said she was very rude did not even apologize for the bad food or anything
959,-1,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach
960,-1,Insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it
961,-1,If someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart
962,-1,She was quite disappointed although some blame needs to be placed at her door
963,-1,After all the rave reviews I couldnt wait to eat herewhat a disappointment
964,-1,Del Taco is pretty nasty and should be avoided if possible
965,-1,Its NOT hard to make a decent hamburger
966,-1,But I dont like it
967,-1,Hell no will I go back
968,-1,Weve have gotten a much better service from the pizza place next door than the services we received from this restaurant
969,-1,I dont know what the big deal is about this place but I wont be back yaall
970,-1,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar
971,-1,The ambiance isnt much better
972,-1,Unfortunately it only set us up for disapppointment with our entrees
973,-1,The food wasnt good
974,-1,Your servers suck wait correction our server Heimer sucked
975,-1,What happened next was prettyoff putting
976,-1,too bad cause I know its family owned I really wanted to like this place
977,-1,Overpriced for what you are getting
978,-1,I vomited in the bathroom mid lunch
979,-1,I kept looking at the time and it had soon become  minutes yet still no food
980,-1,I have been to very few places to eat that under no circumstances would I ever return to and this tops the list
981,-1,We started with the tuna sashimi which was brownish in color and obviously wasnt fresh
982,-1,Food was below average
983,-1,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant
984,-1,All in all Ha Long Bay was a bit of a flop
985,-1,The problem I have is that they charge  for a sandwich that is no bigger than a Subway sub which offers better and more amount of vegetables
986,-1,Shrimp When I unwrapped it I live only  a mile from Brushfire it was literally ice cold
987,-1,It lacked flavor seemed undercooked and dry
988,-1,It really is impressive that the place hasnt closed down
989,-1,I would avoid this place if you are staying in the Mirage
990,-1,The refried beans that came with my meal were dried out and crusty and the food was bland
991,-1,Spend your money and time some place else
992,-1,A lady at the table next to us found a live green caterpillar In her salad
993,-1,the presentation of the food was awful
994,-1,I cant tell you how disappointed I was
995,-1,I think food should have flavor and texture and both were lacking
996,-1,Appetite instantly gone
997,-1,Overall I was not impressed and would not go back
998,-1,The whole experience was underwhelming and I think well just go to Ninja Sushi next time
999,-1,Then as if I hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check
